Participant._id_in_session,Participant.code,Participant.label,Participant._current_page,Participant._current_app_name,Participant._round_number,Participant._current_page_name,Participant.status,Participant.ip_address,Participant.time_started,Participant.exclude_from_data_analysis,Participant.name,Participant.visited,Participant.mturk_worker_id,Participant.mturk_assignment_id,Player.id_in_group,Player.role,Player.id,Player.payoff,Player.extraction,Player.partial_pay,Player.ranking,Player.auxiliar,Player.aux_2_1,Player.aux_2_2,Player.aux_2_3,Player.gp_ranking,Group.id,Group.total_extraction,Group.total_payment,Group.group_loss,Subsession.id,Subsession.round_number,Subsession.multi_uno,Subsession.multi_dos,Subsession.multi_tres,Subsession.rank_uno,Subsession.rank_dos,Subsession.rank_tres,Subsession.rank_p_1,Subsession.rank_p_2,Subsession.rank_p_3,Subsession.rank_p_4,Subsession.rank_p_5,Subsession.rank_p_6,Subsession.rank_p_7,Subsession.rank_p_8,Subsession.rank_p_9,Subsession.rank_p_10,Subsession.rank_p_11,Subsession.rank_p_12,Subsession.posit_1,Subsession.posit_2,Subsession.posit_3,Subsession.posit_4,Subsession.posit_5,Subsession.posit_6,Subsession.posit_7,Subsession.posit_8,Subsession.posit_9,Subsession.posit_10,Subsession.posit_11,Subsession.posit_12,Subsession.max_pay,Subsession.min_pay,Subsession.max_fund,Subsession.min_fund,Session.code,Session.label,Session.experimenter_name,Session.real_world_currency_per_point,Session.time_scheduled,Session.time_started,Session.mturk_HITId,Session.mturk_HITGroupId,Session.participation_fee,Session.comment,Session.is_demo,Session.use_cli_bots
P12,0a2wbu80,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.102.236.103,2016-08-22 17:37:41.508841+00:00,0,102,1,,,3,,192,8.4,2,7.6,1,102,1,0,0,1,94,4,26.4,5.6,16,6,1.10,1,0.90,1,2,3,5,11,12,2,7,6,2,7,9,4,10,1,91,92,93,94,95,96,97,98,99,100,101,102,8.4,3.3,16.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P4,gjn6gq0v,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.178.66,2016-08-09 22:05:30.571238+00:00,0,38,1,,,2,,100,7.8,5,7.4,1,38,1,0,0,1,52,13,22.6,2.4,9,9,1.05,1.05,0.90,1,1,3,2,12,11,1,8,4,4,8,4,4,2,8,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.6,7.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P12,aavgcaym,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.167.27,2016-08-09 22:04:48.957997+00:00,0,46,1,,,1,,108,5.1,4,5.7,8,46,0,0,1,3,54,15,21.8,1.7,9,9,1.05,1.05,0.90,1,1,3,2,12,11,1,8,4,4,8,4,4,2,8,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.6,7.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P3,nlbztv8j,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-09 22:06:01.585342+00:00,0,37,1,,,4,,99,4.2,3,4.7,11,37,0,0,1,3,54,15,21.8,1.7,9,9,1.05,1.05,0.90,1,1,3,2,12,11,1,8,4,4,8,4,4,2,8,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.6,7.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P9,6rza2p22,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-09 22:05:46.014145+00:00,0,43,1,,,3,,105,5.7,3,5.4,4,43,0,1,0,1,53,13,22.6,2.4,9,9,1.05,1.05,0.90,1,1,3,2,12,11,1,8,4,4,8,4,4,2,8,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.6,7.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P8,3w4yh997,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.217.57,2016-08-09 22:06:06.530302+00:00,0,42,1,,,2,,104,5.1,4,5.7,8,42,0,0,1,3,54,15,21.8,1.7,9,9,1.05,1.05,0.90,1,1,3,2,12,11,1,8,4,4,8,4,4,2,8,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.6,7.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P6,xz57rkvf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.81.228.101,2016-08-09 22:04:25.655661+00:00,0,40,1,,,2,,102,5.7,3,5.4,4,40,0,1,0,1,53,13,22.6,2.4,9,9,1.05,1.05,0.90,1,1,3,2,12,11,1,8,4,4,8,4,4,2,8,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.6,7.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P10,0rblqk8z,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-09 22:05:09.983129+00:00,0,44,1,,,4,,106,5.7,3,5.4,4,44,0,1,0,1,53,13,22.6,2.4,9,9,1.05,1.05,0.90,1,1,3,2,12,11,1,8,4,4,8,4,4,2,8,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.6,7.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P5,ui2o6507,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.5.200.32,2016-08-09 22:04:59.226294+00:00,0,39,1,,,3,,101,5.1,4,5.7,8,39,0,0,1,3,54,15,21.8,1.7,9,9,1.05,1.05,0.90,1,1,3,2,12,11,1,8,4,4,8,4,4,2,8,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.6,7.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P11,52oux9ov,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.193.29,2016-08-09 22:04:58.893949+00:00,0,45,1,,,1,,107,6.7,4,6.4,2,45,0,1,0,1,53,13,22.6,2.4,9,9,1.05,1.05,0.90,1,1,3,2,12,11,1,8,4,4,8,4,4,2,8,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.6,7.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P1,39l6xjub,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.61.152.141,2016-08-09 22:06:54.257638+00:00,0,35,1,,,4,,97,6.7,4,6.4,2,35,1,0,0,1,52,13,22.6,2.4,9,9,1.05,1.05,0.90,1,1,3,2,12,11,1,8,4,4,8,4,4,2,8,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.6,7.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P7,6ka3vdrx,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.158.172.100,2016-08-09 22:06:15.709595+00:00,0,41,1,,,1,,103,5.7,3,5.4,4,41,1,0,0,1,52,13,22.6,2.4,9,9,1.05,1.05,0.90,1,1,3,2,12,11,1,8,4,4,8,4,4,2,8,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.6,7.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P2,pcf7gm29,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.186.213.164,2016-08-09 22:10:35.221718+00:00,0,36,1,,,3,,98,3.6,1,3.4,12,36,1,0,0,1,52,13,22.6,2.4,9,9,1.05,1.05,0.90,1,1,3,2,12,11,1,8,4,4,8,4,4,2,8,35,36,37,38,39,40,41,42,43,44,45,46,7.8,3.6,7.0,5.0,zt62io3i,,,200.00000,,,,,5000.00,,1,
P10,bkdkazck,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.152.73.88,2016-08-22 17:38:06.930981+00:00,0,100,1,,,4,,190,7.1,5,7.1,4,100,0,1,0,2,95,14,22.4,2.1,16,6,1.10,1,0.90,1,2,3,5,11,12,2,7,6,2,7,9,4,10,1,91,92,93,94,95,96,97,98,99,100,101,102,8.4,3.3,16.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P9,9o9clpsq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.180.37.142,2016-08-22 17:38:18.596573+00:00,0,99,1,,,1,,189,5.1,3,5.1,9,99,0,1,0,2,95,14,22.4,2.1,16,6,1.10,1,0.90,1,2,3,5,11,12,2,7,6,2,7,9,4,10,1,91,92,93,94,95,96,97,98,99,100,101,102,8.4,3.3,16.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P1,tpmnllyw,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.185.250,2016-08-22 17:38:34.927355+00:00,0,91,1,,,2,,181,6.2,0,5.6,5,91,1,0,0,1,94,4,26.4,5.6,16,6,1.10,1,0.90,1,2,3,5,11,12,2,7,6,2,7,9,4,10,1,91,92,93,94,95,96,97,98,99,100,101,102,8.4,3.3,16.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P6,2z3woarf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.98.230,2016-08-22 17:38:52.462263+00:00,0,96,1,,,3,,186,6.1,4,6.1,6,96,0,1,0,2,95,14,22.4,2.1,16,6,1.10,1,0.90,1,2,3,5,11,12,2,7,6,2,7,9,4,10,1,91,92,93,94,95,96,97,98,99,100,101,102,8.4,3.3,16.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P4,ngpbmulp,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.95.237.20,2016-08-22 17:39:17.156757+00:00,0,94,1,,,4,,184,7.3,1,6.6,2,94,1,0,0,1,94,4,26.4,5.6,16,6,1.10,1,0.90,1,2,3,5,11,12,2,7,6,2,7,9,4,10,1,91,92,93,94,95,96,97,98,99,100,101,102,8.4,3.3,16.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P2,24wb7l7g,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.37.199.190,2016-08-22 17:38:46.764842+00:00,0,92,1,,,2,,182,4.1,2,4.1,11,92,0,1,0,2,95,14,22.4,2.1,16,6,1.10,1,0.90,1,2,3,5,11,12,2,7,6,2,7,9,4,10,1,91,92,93,94,95,96,97,98,99,100,101,102,8.4,3.3,16.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P4,3k9j4xgn,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.138.145.240,2016-08-22 22:29:08.183207+00:00,0,118,1,,,1,,280,5.1,5,5.7,8,118,0,0,1,3,144,18,20.8,0.7,24,4,1.10,1,0.90,1,2,3,7,3,3,8,5,1,6,10,10,12,8,1,115,116,117,118,119,120,121,122,123,124,125,126,7.5,3.8,11.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P5,aqz8kpeg,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.144.135,2016-08-24 19:22:26.031067+00:00,0,163,1,,,2,,377,4.5,4,5.0,11,163,1,0,0,3,190,17,21.0,1,32,2,0.90,1,1.10,3,2,1,6,9,6,3,11,5,12,9,4,8,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.4,3.6,13.0,3.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P1,sjcpjyj5,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.239.229,2016-08-24 19:22:20.332262+00:00,0,159,1,,,4,,373,5.4,5,6.0,6,159,1,0,0,3,190,17,21.0,1,32,2,0.90,1,1.10,3,2,1,6,9,6,3,11,5,12,9,4,8,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.4,3.6,13.0,3.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P10,ydsge81s,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.33.196.195,2016-08-22 22:30:33.853887+00:00,0,124,1,,,2,,286,3.8,1,3.8,12,124,0,1,0,2,143,12,23.2,2.8,24,4,1.10,1,0.90,1,2,3,7,3,3,8,5,1,6,10,10,12,8,1,115,116,117,118,119,120,121,122,123,124,125,126,7.5,3.8,11.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P12,s9vmyr55,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.236.35,2016-08-24 19:23:22.130324+00:00,0,170,1,,,1,,384,7.2,2,6.5,2,170,0,0,1,1,192,7,25.0,4.5,32,2,0.90,1,1.10,3,2,1,6,9,6,3,11,5,12,9,4,8,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.4,3.6,13.0,3.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P11,jklv5j48,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-24 19:23:41.215015+00:00,0,169,1,,,3,,383,9.4,4,8.5,1,169,0,0,1,1,192,7,25.0,4.5,32,2,0.90,1,1.10,3,2,1,6,9,6,3,11,5,12,9,4,8,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.4,3.6,13.0,3.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P7,9ztf0gck,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.51.167.27,2016-08-24 19:26:18.989753+00:00,0,165,1,,,3,,379,3.6,3,4.0,12,165,1,0,0,3,190,17,21.0,1,32,2,0.90,1,1.10,3,2,1,6,9,6,3,11,5,12,9,4,8,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.4,3.6,13.0,3.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P3,c7noh4z6,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.200.15,2016-08-22 22:28:53.833365+00:00,0,117,1,,,4,,279,6.8,4,6.8,3,117,0,1,0,2,143,12,23.2,2.8,24,4,1.10,1,0.90,1,2,3,7,3,3,8,5,1,6,10,10,12,8,1,115,116,117,118,119,120,121,122,123,124,125,126,7.5,3.8,11.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P12,t9kl2n8x,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.220.50,2016-08-22 22:30:17.425605+00:00,0,126,1,,,2,,288,7.5,3,6.8,1,126,1,0,0,1,142,9,24.2,3.8,24,4,1.10,1,0.90,1,2,3,7,3,3,8,5,1,6,10,10,12,8,1,115,116,117,118,119,120,121,122,123,124,125,126,7.5,3.8,11.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P1,ut05vfix,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.237.244.41,2016-08-22 22:28:31.035820+00:00,0,115,1,,,3,,277,5.3,1,4.8,7,115,1,0,0,1,142,9,24.2,3.8,24,4,1.10,1,0.90,1,2,3,7,3,3,8,5,1,6,10,10,12,8,1,115,116,117,118,119,120,121,122,123,124,125,126,7.5,3.8,11.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P7,f5j0x68s,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.141.33.163,2016-08-22 22:28:37.829446+00:00,0,121,1,,,1,,283,5.8,3,5.8,6,121,0,1,0,2,143,12,23.2,2.8,24,4,1.10,1,0.90,1,2,3,7,3,3,8,5,1,6,10,10,12,8,1,115,116,117,118,119,120,121,122,123,124,125,126,7.5,3.8,11.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P5,doui53it,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.201.32,2016-08-22 22:29:19.633131+00:00,0,119,1,,,1,,281,6.4,2,5.8,5,119,1,0,0,1,142,9,24.2,3.8,24,4,1.10,1,0.90,1,2,3,7,3,3,8,5,1,6,10,10,12,8,1,115,116,117,118,119,120,121,122,123,124,125,126,7.5,3.8,11.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P2,9kvkd4i6,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.178.230.6,2016-08-24 19:22:41.174258+00:00,0,160,1,,,1,,374,4.7,3,4.7,9,160,0,1,0,2,191,15,21.8,1.7,32,2,0.90,1,1.10,3,2,1,6,9,6,3,11,5,12,9,4,8,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.4,3.6,13.0,3.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P8,b3i274az,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.180.37.142,2016-08-24 19:24:48.791579+00:00,0,166,1,,,3,,380,4.7,3,4.7,9,166,0,1,0,2,191,15,21.8,1.7,32,2,0.90,1,1.10,3,2,1,6,9,6,3,11,5,12,9,4,8,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.4,3.6,13.0,3.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P9,mjdnctyz,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.168.218.13,2016-08-24 19:25:33.904216+00:00,0,167,1,,,4,,381,6.1,1,5.5,4,167,0,0,1,1,192,7,25.0,4.5,32,2,0.90,1,1.10,3,2,1,6,9,6,3,11,5,12,9,4,8,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.4,3.6,13.0,3.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P10,cur8pcqa,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.7.190.70,2016-08-24 19:24:49.518930+00:00,0,168,1,,,2,,382,5.0,0,4.5,8,168,0,0,1,1,192,7,25.0,4.5,32,2,0.90,1,1.10,3,2,1,6,9,6,3,11,5,12,9,4,8,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.4,3.6,13.0,3.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P6,skf3koob,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.35.233.184,2016-08-22 22:29:38.557601+00:00,0,120,1,,,4,,282,7.5,3,6.8,1,120,1,0,0,1,142,9,24.2,3.8,24,4,1.10,1,0.90,1,2,3,7,3,3,8,5,1,6,10,10,12,8,1,115,116,117,118,119,120,121,122,123,124,125,126,7.5,3.8,11.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P2,7s3nsihj,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.184.171.93,2016-08-22 22:28:40.454912+00:00,0,116,1,,,3,,278,6.8,4,6.8,3,116,0,1,0,2,143,12,23.2,2.8,24,4,1.10,1,0.90,1,2,3,7,3,3,8,5,1,6,10,10,12,8,1,115,116,117,118,119,120,121,122,123,124,125,126,7.5,3.8,11.0,2.0,m7yiq95t,,,200.00000,,,,,5000.00,,1,
P11,w8txiz3u,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.206.121,2016-08-22 17:37:54.880974+00:00,0,101,1,,,4,,191,4.2,3,4.7,10,101,0,0,1,3,96,15,21.8,1.7,16,6,1.10,1,0.90,1,2,3,5,11,12,2,7,6,2,7,9,4,10,1,91,92,93,94,95,96,97,98,99,100,101,102,8.4,3.3,16.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P3,l739scml,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.65.93.238,2016-08-22 17:39:16.840737+00:00,0,93,1,,,1,,183,3.3,2,3.7,12,93,0,0,1,3,96,15,21.8,1.7,16,6,1.10,1,0.90,1,2,3,5,11,12,2,7,6,2,7,9,4,10,1,91,92,93,94,95,96,97,98,99,100,101,102,8.4,3.3,16.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P7,z6185o9m,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.183.121,2016-08-22 17:38:42.115072+00:00,0,97,1,,,1,,187,7.3,1,6.6,2,97,1,0,0,1,94,4,26.4,5.6,16,6,1.10,1,0.90,1,2,3,5,11,12,2,7,6,2,7,9,4,10,1,91,92,93,94,95,96,97,98,99,100,101,102,8.4,3.3,16.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P8,mihn323q,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.63.227.88,2016-08-22 17:38:31.594973+00:00,0,98,1,,,2,,188,6.0,5,6.7,7,98,0,0,1,3,96,15,21.8,1.7,16,6,1.10,1,0.90,1,2,3,5,11,12,2,7,6,2,7,9,4,10,1,91,92,93,94,95,96,97,98,99,100,101,102,8.4,3.3,16.0,5.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P4,1ws6fjdv,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.13.200.15,2016-08-24 19:23:23.546293+00:00,0,162,1,,,4,,376,6.7,5,6.7,3,162,0,1,0,2,191,15,21.8,1.7,32,2,0.90,1,1.10,3,2,1,6,9,6,3,11,5,12,9,4,8,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.4,3.6,13.0,3.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P6,92slnsbb,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-24 19:22:48.197065+00:00,0,164,1,,,2,,378,5.7,4,5.7,5,164,0,1,0,2,191,15,21.8,1.7,32,2,0.90,1,1.10,3,2,1,6,9,6,3,11,5,12,9,4,8,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.4,3.6,13.0,3.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P3,qorbl9h6,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.178.66,2016-08-24 19:23:00.624743+00:00,0,161,1,,,1,,375,5.4,5,6.0,6,161,1,0,0,3,190,17,21.0,1,32,2,0.90,1,1.10,3,2,1,6,9,6,3,11,5,12,9,4,8,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.4,3.6,13.0,3.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P11,w8txiz3u,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.111.206.121,2016-08-22 17:37:54.880974+00:00,0,101,1,,,4,,215,6.4,5,7.1,5,101,0,0,1,3,108,14,22.4,2.1,18,8,1.10,1,0.90,1,2,3,9,7,12,1,5,10,3,11,3,7,5,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,2.8,15.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P2,24wb7l7g,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.37.199.190,2016-08-22 17:38:46.764842+00:00,0,92,1,,,2,,206,5.8,3,5.8,7,92,0,1,0,2,107,12,23.2,2.8,18,8,1.10,1,0.90,1,2,3,9,7,12,1,5,10,3,11,3,7,5,1,91,92,93,94,95,96,97,98,99,100,101,102,7.9,2.8,15.0,6.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P12,0a2wbu80,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.102.236.103,2016-08-22 17:37:41.508841+00:00,0,102,1,,,3,,228,7.9,2,7.2,2,102,1,0,0,1,112,5,25.8,5.2,19,9,1.10,1,0.90,1,2,3,8,10,12,1,5,3,8,5,3,11,5,2,91,92,93,94,95,96,97,98,99,100,101,102,9.0,2.2,15.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P9,9o9clpsq,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.180.37.142,2016-08-22 17:38:18.596573+00:00,0,99,1,,,1,,225,6.4,4,6.4,3,99,0,1,0,2,113,13,22.6,2.4,19,9,1.10,1,0.90,1,2,3,8,10,12,1,5,3,8,5,3,11,5,2,91,92,93,94,95,96,97,98,99,100,101,102,9.0,2.2,15.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P2,24wb7l7g,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.37.199.190,2016-08-22 17:38:46.764842+00:00,0,92,1,,,2,,218,5.4,3,5.4,10,92,0,1,0,2,113,13,22.6,2.4,19,9,1.10,1,0.90,1,2,3,8,10,12,1,5,3,8,5,3,11,5,2,91,92,93,94,95,96,97,98,99,100,101,102,9.0,2.2,15.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P6,2z3woarf,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.179.98.230,2016-08-22 17:38:52.462263+00:00,0,96,1,,,3,,222,6.4,4,6.4,3,96,0,1,0,2,113,13,22.6,2.4,19,9,1.10,1,0.90,1,2,3,8,10,12,1,5,3,8,5,3,11,5,2,91,92,93,94,95,96,97,98,99,100,101,102,9.0,2.2,15.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P10,bkdkazck,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.152.73.88,2016-08-22 17:38:06.930981+00:00,0,100,1,,,4,,226,4.4,2,4.4,11,100,0,1,0,2,113,13,22.6,2.4,19,9,1.10,1,0.90,1,2,3,8,10,12,1,5,3,8,5,3,11,5,2,91,92,93,94,95,96,97,98,99,100,101,102,9.0,2.2,15.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P3,l739scml,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.65.93.238,2016-08-22 17:39:16.840737+00:00,0,93,1,,,1,,219,2.2,1,2.4,12,93,0,0,1,3,114,16,21.6,1.4,19,9,1.10,1,0.90,1,2,3,8,10,12,1,5,3,8,5,3,11,5,2,91,92,93,94,95,96,97,98,99,100,101,102,9.0,2.2,15.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P5,ee6dngxr,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-22 17:39:05.178238+00:00,0,95,1,,,3,,221,5.8,5,6.4,5,95,0,0,1,3,114,16,21.6,1.4,19,9,1.10,1,0.90,1,2,3,8,10,12,1,5,3,8,5,3,11,5,2,91,92,93,94,95,96,97,98,99,100,101,102,9.0,2.2,15.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P1,tpmnllyw,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.170.185.250,2016-08-22 17:38:34.927355+00:00,0,91,1,,,2,,217,5.7,0,5.2,8,91,1,0,0,1,112,5,25.8,5.2,19,9,1.10,1,0.90,1,2,3,8,10,12,1,5,3,8,5,3,11,5,2,91,92,93,94,95,96,97,98,99,100,101,102,9.0,2.2,15.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P8,mihn323q,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.63.227.88,2016-08-22 17:38:31.594973+00:00,0,98,1,,,2,,224,5.8,5,6.4,5,98,0,0,1,3,114,16,21.6,1.4,19,9,1.10,1,0.90,1,2,3,8,10,12,1,5,3,8,5,3,11,5,2,91,92,93,94,95,96,97,98,99,100,101,102,9.0,2.2,15.0,4.0,2t6cux37,,,200.00000,,,,,5000.00,,1,
P11,jklv5j48,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.142.28.175,2016-08-24 19:23:41.215015+00:00,0,169,1,,,3,,395,9.0,4,8.2,1,169,0,0,1,1,198,8,24.8,4.2,33,3,0.90,1,1.10,3,2,1,10,12,10,4,6,4,6,8,2,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.7,12.0,2.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P6,92slnsbb,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.93.189.130,2016-08-24 19:22:48.197065+00:00,0,164,1,,,2,,390,6.7,5,6.7,4,164,0,1,0,2,197,15,21.8,1.7,33,3,0.90,1,1.10,3,2,1,10,12,10,4,6,4,6,8,2,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.7,12.0,2.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
P9,mjdnctyz,,121/121 pages,MLG_survey,1,Payment_info,Playing,10.168.218.13,2016-08-24 19:25:33.904216+00:00,0,167,1,,,4,,393,6.8,2,6.2,2,167,0,0,1,1,198,8,24.8,4.2,33,3,0.90,1,1.10,3,2,1,10,12,10,4,6,4,6,8,2,9,1,2,159,160,161,162,163,164,165,166,167,168,169,170,9.0,3.7,12.0,2.0,0fpbzs3z,,,200.00000,,,,,5000.00,,1,
